filename,program,branch_pattern,cache_pattern,size_tier,predictor_stress_type,expected_dominant_miss_type,backend,compiler,arch,SIZE,N,SEED,warmup_iterations,taken,nottaken,sink,validation,reps,roi_elapsed_seconds_mean,roi_elapsed_seconds_median,roi_elapsed_seconds_stddev,perf_available,instructions_total,cycles_total,branches_total,branch_misses_total,cache_references_total,cache_misses_total,task_clock_ms,context_switches,cpu_migrations,page_faults,time_elapsed,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_branch_density,observed_cache_refs_per_instruction,branches_to_N_ratio,plausible
0045_grid_b01_always_taken__c45_read_hot_write_cold_split,0045_grid_b01_always_taken__c45_read_hot_write_cold_split.c,always_taken,read_hot_write_cold_split,small_L1,static/trivial,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,1000000,0,2159286881329721,PASS,5,0.000718425,0.000717657,1.773e-05,1,19799630.6,3981551.2,2360685.4,6328.8,27431.0,11997.4,0,0.2,0.0,70.4,0.000954,4.97312,0.20108,0.002681,0.438265,0.119229,0.001386,2.36068,1
0046_grid_b01_always_taken__c46_cantor_gap_sparse,0046_grid_b01_always_taken__c46_cantor_gap_sparse.c,always_taken,cantor_gap_sparse,medium_L2,static/trivial,"compulsory (sparse, low reuse)",native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,3000000,0,6416323829137888,PASS,5,0.007197933,0.00720971,2.8205e-05,1,153014079.0,30797925.2,31824997.0,58942.6,46304.0,20663.8,0,0.2,0.0,131.4,0.007967,4.96856,0.20126,0.001852,0.446439,0.207987,0.000302,10.60836,1
0047_grid_b01_always_taken__c47_false_sharing_line_cycle,0047_grid_b01_always_taken__c47_false_sharing_line_cycle.c,always_taken,false_sharing_line_cycle,large_L3,static/trivial,conflict/associativity,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,5000000,0,10733373284746464,PASS,5,0.004300801,0.004302436,8.6116e-05,1,110072452.4,26511947.8,7171036.8,6943.6,1417897.6,113695.2,0,0.2,0.0,1092.0,0.007015,4.15224,0.24086,0.000968,0.080186,0.065148,0.012882,1.43422,1
0048_grid_b01_always_taken__c48_exponential_backoff_probe,0048_grid_b01_always_taken__c48_exponential_backoff_probe.c,always_taken,exponential_backoff_probe,xlarge_DRAM,static/trivial,capacity (uniform random),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,8000000,0,17160511838414760,PASS,5,0.051534607,0.051188685,0.001716311,1,270116132.0,224470097.0,33574751.6,10421.6,10187597.8,5556904.0,0,0.4,0.0,8259.8,0.07236,1.20374,0.83102,0.00031,0.545173,0.124297,0.037716,4.19684,1
0049_grid_b01_always_taken__c49_binary_heap_parent_child,0049_grid_b01_always_taken__c49_binary_heap_parent_child.c,always_taken,binary_heap_parent_child,small_L1,static/trivial,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,1000000,0,2118864685416711,PASS,5,0.006903134,0.006901989,4.423e-05,1,29439389.2,29509847.2,5643246.6,796859.8,31437.4,13256.2,0,0.0,0.0,70.2,0.008362,0.99762,1.00238,0.141206,0.421492,0.191691,0.001068,5.64324,1
0050_grid_b01_always_taken__c50_streaming_with_periodic_flush,0050_grid_b01_always_taken__c50_streaming_with_periodic_flush.c,always_taken,streaming_with_periodic_flush,medium_L2,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,3000000,0,6418150007633175,PASS,5,0.002197785,0.002191856,1.8363e-05,1,55983828.2,10229129.0,6680158.2,7231.8,37492.6,19898.8,0,0.4,0.0,132.2,0.001601,5.4734,0.18272,0.001083,0.531141,0.119323,0.00067,2.22672,1
0051_grid_b02_always_not_taken__c01_sequential_unit_stride,0051_grid_b02_always_not_taken__c01_sequential_unit_stride.c,always_not_taken,sequential_unit_stride,medium_L2,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443534857229523648,PASS,5,0.001738299,0.001734919,2.9488e-05,1,43125439.0,8519497.6,3471794.6,6582.8,35358.2,19580.4,0,0.0,0.0,131.6,0.00223,5.06402,0.19754,0.001896,0.553399,0.080504,0.00082,1.15728,1
0052_grid_b02_always_not_taken__c02_sequential_wraparound_large,0052_grid_b02_always_not_taken__c02_sequential_wraparound_large.c,always_not_taken,sequential_wraparound_large,large_L3,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441376589199386336,PASS,5,0.003075543,0.003096569,4.7241e-05,1,83682836.0,20998391.4,7172659.0,7015.6,429444.2,104804.6,0,0.0,0.0,1091.4,0.006231,3.9853,0.25094,0.000978,0.244037,0.085712,0.005132,1.43452,1
0053_grid_b02_always_not_taken__c03_fixed_stride_small,0053_grid_b02_always_not_taken__c03_fixed_stride_small.c,always_not_taken,fixed_stride_small,xlarge_DRAM,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438155951291589888,PASS,5,0.018756807,0.018926209,0.000480237,1,209931366.8,137820199.2,25004719.0,9662.0,4762505.4,3234066.0,0,0.8,0.0,8259.8,0.037613,1.5234,0.6565,0.000386,0.679069,0.119108,0.022686,3.12558,1
0054_grid_b02_always_not_taken__c04_fixed_stride_large,0054_grid_b02_always_not_taken__c04_fixed_stride_large.c,always_not_taken,fixed_stride_large,small_L1,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445703649036551616,PASS,5,0.000620548,0.000621406,1.8712e-05,1,16277532.2,3529804.6,1260655.0,6246.8,27363.8,10284.4,0,0.0,0.0,70.4,0.001379,4.61266,0.21686,0.004955,0.375767,0.077448,0.001681,1.26068,1
0055_grid_b02_always_not_taken__c05_random_small_working_set,0055_grid_b02_always_not_taken__c05_random_small_working_set.c,always_not_taken,random_small_working_set,medium_L2,static/trivial,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443539405166869632,PASS,5,0.003611963,0.003609023,1.5637e-05,1,49590070.4,15758694.0,3481230.8,6906.4,36194.4,15883.8,0,0.0,0.0,131.8,0.004692,3.14686,0.3178,0.001984,0.437826,0.0702,0.00073,1.16042,1
0056_grid_b02_always_not_taken__c06_random_full_working_set,0056_grid_b02_always_not_taken__c06_random_full_working_set.c,always_not_taken,random_full_working_set,large_L3,static/trivial,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441376318292802912,PASS,5,0.007349975,0.007380908,7.4138e-05,1,90048559.0,39820324.0,7290416.2,7334.2,3800956.0,116230.2,0,0.6,0.0,1091.6,0.00992,2.26164,0.4422,0.001006,0.030577,0.080961,0.04221,1.45808,1
0057_grid_b02_always_not_taken__c07_matrix_row_major,0057_grid_b02_always_not_taken__c07_matrix_row_major.c,always_not_taken,matrix_row_major,xlarge_DRAM,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438157416080424288,PASS,5,0.042866377,0.042874251,9.1534e-05,1,252512078.2,235325789.8,25153804.2,10694.4,1160369.8,678647.4,0,0.8,0.0,8259.4,0.063142,1.07304,0.93194,0.000425,0.584854,0.099614,0.004595,3.14422,1
0058_grid_b02_always_not_taken__c08_matrix_col_major,0058_grid_b02_always_not_taken__c08_matrix_col_major.c,always_not_taken,matrix_col_major,small_L1,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445675853254244288,PASS,5,0.005401598,0.005395387,2.0116e-05,1,21950615.4,23174888.8,1272766.0,6692.2,30292.4,12057.6,0,0.0,0.0,70.0,0.006681,0.94718,1.05578,0.005258,0.397386,0.057983,0.00138,1.27276,1
0059_grid_b02_always_not_taken__c09_matrix_tiled_blocked,0059_grid_b02_always_not_taken__c09_matrix_tiled_blocked.c,always_not_taken,matrix_tiled_blocked,medium_L2,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443534843014747584,PASS,5,0.012901628,0.012896759,6.8732e-05,1,107333856.4,53204928.8,9905239.6,7276.8,45753.6,23155.0,0,0.6,0.0,131.8,0.012683,2.0174,0.4957,0.000735,0.503063,0.092284,0.000426,3.30174,1
0060_grid_b02_always_not_taken__c10_pointer_chase_linked_list,0060_grid_b02_always_not_taken__c10_pointer_chase_linked_list.c,always_not_taken,pointer_chase_linked_list,large_L3,static/trivial,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441376230101857815,PASS,5,0.126063427,0.104865946,0.038615819,1,94726142.2,473372426.0,10217694.2,10297.4,10377114.4,898467.8,0,1.4,0.0,2116.4,0.136668,0.20366,4.99486,0.001008,0.086136,0.107865,0.109549,2.04354,1
0061_grid_b02_always_not_taken__c11_sliding_window,0061_grid_b02_always_not_taken__c11_sliding_window.c,always_not_taken,sliding_window,xlarge_DRAM,static/trivial,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438156153773363328,PASS,5,0.00791346,0.007928325,3.5924e-05,1,267943184.6,99429850.0,25006590.4,9678.2,1138177.2,824758.4,0,0.4,0.0,8259.2,0.027759,2.69478,0.37108,0.000387,0.724615,0.093328,0.004248,3.12582,1
0062_grid_b02_always_not_taken__c12_prime_stride_anti_alias,0062_grid_b02_always_not_taken__c12_prime_stride_anti_alias.c,always_not_taken,prime_stride_anti_alias,small_L1,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445675821427454880,PASS,5,0.000610273,0.000607474,1.2991e-05,1,16275548.4,3500893.2,1260440.8,6208.0,26720.6,9969.8,0,0.0,0.0,71.2,0.001112,4.65066,0.2151,0.004925,0.373095,0.077444,0.001642,1.26042,1
0063_grid_b02_always_not_taken__c13_two_stream_interleaved,0063_grid_b02_always_not_taken__c13_two_stream_interleaved.c,always_not_taken,two_stream_interleaved,medium_L2,static/trivial,mixed/unclassified,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443534741377849536,PASS,5,0.002676022,0.002673106,2.8242e-05,1,65559364.2,12094163.0,3476416.4,6720.4,36177.2,14464.4,0,0.0,0.0,131.4,0.003676,5.42102,0.18448,0.001933,0.400053,0.053027,0.000552,1.1588,1
0064_grid_b02_always_not_taken__c14_temporal_burst_reuse,0064_grid_b02_always_not_taken__c14_temporal_burst_reuse.c,always_not_taken,temporal_burst_reuse,large_L3,static/trivial,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441379662974163056,PASS,5,0.010119406,0.010134324,5.014e-05,1,94823883.0,48738794.4,7196731.4,7443.6,1758908.8,127556.6,0,0.6,0.0,1091.2,0.012275,1.94556,0.514,0.001034,0.072522,0.075895,0.018549,1.43934,1
0065_grid_b02_always_not_taken__c15_reverse_sequential,0065_grid_b02_always_not_taken__c15_reverse_sequential.c,always_not_taken,reverse_sequential,xlarge_DRAM,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438156659969965408,PASS,5,0.005033402,0.004990514,0.000115162,1,208836215.2,88089471.6,24643817.2,9671.2,1130004.0,832685.4,0,0.2,0.0,8259.8,0.024305,2.37076,0.42182,0.000393,0.736882,0.118005,0.005411,3.08048,1
0066_grid_b02_always_not_taken__c16_block_sparse,0066_grid_b02_always_not_taken__c16_block_sparse.c,always_not_taken,block_sparse,small_L1,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445623366712122864,PASS,5,0.00107054,0.001078027,2.6014e-05,1,23442474.2,5489038.6,2362655.2,18984.2,27931.0,14075.4,0,0.0,0.0,70.4,0.001174,4.27198,0.23416,0.008035,0.502755,0.100785,0.001191,2.36266,1
0067_grid_b02_always_not_taken__c17_zipf_like_hot_buckets,0067_grid_b02_always_not_taken__c17_zipf_like_hot_buckets.c,always_not_taken,zipf_like_hot_buckets,medium_L2,static/trivial,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443639280422553684,PASS,5,0.011460937,0.011433536,8.1142e-05,1,79165919.0,47522443.6,7344971.2,664108.2,44888.0,21624.0,0,0.2,0.0,131.6,0.012398,1.66594,0.60028,0.090417,0.480383,0.092779,0.000567,2.44832,1
0068_grid_b02_always_not_taken__c18_producer_consumer_two_pointer,0068_grid_b02_always_not_taken__c18_producer_consumer_two_pointer.c,always_not_taken,producer_consumer_two_pointer,large_L3,static/trivial,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441376176752771680,PASS,5,0.004119993,0.004096939,5.8425e-05,1,107743703.2,25620924.4,12382888.2,7321.4,1271978.4,110156.2,0,0.0,0.0,1091.8,0.007428,4.20556,0.2378,0.000591,0.086602,0.114929,0.011806,2.47656,1
0069_grid_b02_always_not_taken__c19_matrix_diagonal_wavefront,0069_grid_b02_always_not_taken__c19_matrix_diagonal_wavefront.c,always_not_taken,matrix_diagonal_wavefront,xlarge_DRAM,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438151944612018454,PASS,5,0.070432658,0.070293904,0.000540485,1,378672681.2,340534874.0,49651414.6,10431.0,1082618.8,927011.4,0,0.8,0.0,8260.0,0.090723,1.11202,0.89928,0.00021,0.856267,0.13112,0.002859,6.20642,1
0070_grid_b02_always_not_taken__c20_hot_cold_phase_alternation,0070_grid_b02_always_not_taken__c20_hot_cold_phase_alternation.c,always_not_taken,hot_cold_phase_alternation,small_L1,static/trivial,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445677563492790978,PASS,5,0.001033406,0.001029271,9.992e-06,1,21801063.6,5047827.6,2763823.8,6479.8,28087.4,9577.8,0,0.0,0.0,70.6,0.001397,4.3192,0.23156,0.002344,0.340602,0.126775,0.001288,2.76382,1
0071_grid_b02_always_not_taken__c21_pyramid_multiresolution_stride,0071_grid_b02_always_not_taken__c21_pyramid_multiresolution_stride.c,always_not_taken,pyramid_multiresolution_stride,medium_L2,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443527831037745384,PASS,5,0.002807204,0.002775723,7.9743e-05,1,59159711.8,12540188.2,3476677.0,6720.2,35046.4,14294.0,0,0.0,0.0,131.0,0.003798,4.7193,0.21198,0.001933,0.406303,0.058767,0.000592,1.1589,1
0072_grid_b02_always_not_taken__c22_tensor_3d_slice_poor_locality,0072_grid_b02_always_not_taken__c22_tensor_3d_slice_poor_locality.c,always_not_taken,tensor_3d_slice_poor_locality,large_L3,static/trivial,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441376409237214912,PASS,5,0.009226558,0.009195494,6.1469e-05,1,141361024.0,45521120.2,7186245.6,7265.4,5320466.4,102647.6,0,0.2,0.0,1091.6,0.012107,3.10568,0.32202,0.001011,0.019293,0.050836,0.037637,1.43724,1
0073_grid_b02_always_not_taken__c23_struct_of_array_field_burst,0073_grid_b02_always_not_taken__c23_struct_of_array_field_burst.c,always_not_taken,struct_of_array_field_burst,xlarge_DRAM,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438154515561080832,PASS,5,0.018552896,0.017873002,0.001444938,1,266888088.6,140147458.4,24821738.6,9951.8,4084861.4,2800316.6,0,0.6,0.0,8259.6,0.037789,1.90666,0.52514,0.000401,0.685524,0.093003,0.015306,3.1027,1
0074_grid_b02_always_not_taken__c24_banked_interleaved_access,0074_grid_b02_always_not_taken__c24_banked_interleaved_access.c,always_not_taken,banked_interleaved_access,small_L1,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445675844344737312,PASS,5,0.000908099,0.000908646,2.963e-06,1,22883950.2,4700066.0,1261842.6,6294.2,27286.8,9798.4,0,0.0,0.0,70.6,0.00166,4.86904,0.20538,0.004988,0.359037,0.055141,0.001192,1.26184,1
0075_grid_b02_always_not_taken__c25_lru_recency_weighted_reuse,0075_grid_b02_always_not_taken__c25_lru_recency_weighted_reuse.c,always_not_taken,lru_recency_weighted_reuse,medium_L2,static/trivial,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443557929168145800,PASS,5,0.016778328,0.016841458,0.000109919,1,99651103.4,69064237.6,7984594.0,1401631.4,40945.4,15874.6,0,0.4,0.0,131.6,0.017933,1.44288,0.69306,0.175542,0.386003,0.080125,0.000411,2.66156,1
0076_grid_b02_always_not_taken__c26_geometric_stride_growth,0076_grid_b02_always_not_taken__c26_geometric_stride_growth.c,always_not_taken,geometric_stride_growth,large_L3,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441375432107091575,PASS,5,0.012547471,0.012696076,0.000429335,1,100451384.2,59077686.8,12801941.0,7558.2,5010479.2,171354.4,0,0.4,0.0,1092.0,0.016006,1.70138,0.58812,0.00059,0.034183,0.127444,0.049877,2.5604,1
0077_grid_b02_always_not_taken__c27_reduction_broadcast_pattern,0077_grid_b02_always_not_taken__c27_reduction_broadcast_pattern.c,always_not_taken,reduction_broadcast_pattern,xlarge_DRAM,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18437951706221570208,PASS,5,0.005089512,0.005047924,0.000122417,1,210514039.2,88702825.6,31187988.2,9624.0,1134875.6,890807.6,0,0.2,0.0,8259.6,0.024414,2.3733,0.42136,0.000308,0.784957,0.148151,0.005391,3.89848,1
0078_grid_b02_always_not_taken__c28_morton_zorder_traversal,0078_grid_b02_always_not_taken__c28_morton_zorder_traversal.c,always_not_taken,morton_zorder_traversal,small_L1,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445675828239367200,PASS,5,0.003610013,0.003600854,2.8586e-05,1,62191093.6,15632982.2,3477885.2,6944.6,32621.4,14036.4,0,0.0,0.0,70.4,0.004656,3.9782,0.25136,0.001997,0.431532,0.055923,0.000525,3.4779,1
0079_grid_b02_always_not_taken__c29_ping_pong_cache_thrash,0079_grid_b02_always_not_taken__c29_ping_pong_cache_thrash.c,always_not_taken,ping_pong_cache_thrash,medium_L2,static/trivial,conflict/associativity,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443534817197499152,PASS,5,0.002875051,0.002736997,0.000496845,1,57625898.0,12789719.6,6687490.6,7787.2,38413.8,18394.0,0,0.2,0.0,131.8,0.003894,4.57088,0.22196,0.001164,0.479662,0.11605,0.000667,2.22916,1
0080_grid_b02_always_not_taken__c30_gather_scatter_indirect_table,0080_grid_b02_always_not_taken__c30_gather_scatter_indirect_table.c,always_not_taken,gather_scatter_indirect_table,large_L3,static/trivial,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441332945819268800,PASS,5,0.005175277,0.005151987,6.8833e-05,1,90359938.6,29851590.0,7353633.2,7604.8,130812.8,94392.4,0,0.2,0.0,1094.4,0.007914,3.02744,0.33036,0.001034,0.72161,0.081382,0.001448,1.47072,1
0081_grid_b02_always_not_taken__c31_fibonacci_stride,0081_grid_b02_always_not_taken__c31_fibonacci_stride.c,always_not_taken,fibonacci_stride,xlarge_DRAM,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438156830292328524,PASS,5,0.083114102,0.084906671,0.007583239,1,262816408.6,305769804.2,23876034.2,11887.6,8896448.6,5900525.6,0,1.2,0.0,8259.8,0.105692,0.8625,1.16334,0.000498,0.663245,0.090823,0.033857,2.9845,1
0082_grid_b02_always_not_taken__c32_hilbert_curve_traversal,0082_grid_b02_always_not_taken__c32_hilbert_curve_traversal.c,always_not_taken,hilbert_curve_traversal,small_L1,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445675834483407904,PASS,5,0.018199162,0.018121598,0.000252294,1,173376047.2,76512124.8,23870110.2,1263557.0,39420.0,17454.8,0,0.2,0.0,70.6,0.020289,2.26628,0.4413,0.052935,0.438216,0.137678,0.000227,23.87012,0
0083_grid_b02_always_not_taken__c33_cache_set_conflict_stress,0083_grid_b02_always_not_taken__c33_cache_set_conflict_stress.c,always_not_taken,cache_set_conflict_stress,medium_L2,static/trivial,conflict/associativity,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443511119802051616,PASS,5,0.009908643,0.009515078,0.001155319,1,46257839.8,41146643.2,3493779.8,7012.2,39207.2,18588.4,0,0.0,0.0,131.6,0.011474,1.13412,0.88948,0.002007,0.471554,0.075528,0.000847,1.16458,1
0084_grid_b02_always_not_taken__c34_variable_length_burst_reuse,0084_grid_b02_always_not_taken__c34_variable_length_burst_reuse.c,always_not_taken,variable_length_burst_reuse,large_L3,static/trivial,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441369538436645968,PASS,5,0.007305758,0.007174739,0.000434558,1,83415519.6,38366690.4,12961875.2,7423.6,1021556.4,113319.8,0,0.2,0.0,1091.2,0.010913,2.17764,0.45994,0.000573,0.110924,0.155389,0.012247,2.59236,1
0085_grid_b02_always_not_taken__c35_checkerboard_red_black,0085_grid_b02_always_not_taken__c35_checkerboard_red_black.c,always_not_taken,checkerboard_red_black,xlarge_DRAM,static/trivial,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438158224885015793,PASS,5,0.04042128,0.040386955,7.5434e-05,1,275363167.0,225987991.4,31280070.8,12700.0,1208580.6,717154.8,0,0.8,0.0,8259.8,0.060419,1.2185,0.8207,0.000406,0.593391,0.113596,0.004389,3.91,1
0086_grid_b02_always_not_taken__c36_im2col_overlapping_patch_gather,0086_grid_b02_always_not_taken__c36_im2col_overlapping_patch_gather.c,always_not_taken,im2col_overlapping_patch_gather,small_L1,static/trivial,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445675773897473666,PASS,5,0.000982013,0.000980915,5.306e-06,1,24048162.8,5013550.4,1270884.6,6677.0,30667.4,11136.0,0,0.0,0.0,70.4,0.001751,4.7969,0.20848,0.005253,0.360423,0.052847,0.001275,1.27088,1
0087_grid_b02_always_not_taken__c37_double_buffer_epoch_alternation,0087_grid_b02_always_not_taken__c37_double_buffer_epoch_alternation.c,always_not_taken,double_buffer_epoch_alternation,medium_L2,static/trivial,conflict+capacity (thrashing/alternation),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443534857229523648,PASS,5,0.002778306,0.002761925,6.983e-05,1,65536765.4,12437173.6,3473375.6,6672.2,35255.4,13708.8,0,0.0,0.0,131.0,0.003032,5.27126,0.18976,0.001921,0.388659,0.052999,0.000538,1.15782,1
0088_grid_b02_always_not_taken__c38_cuckoo_double_hash_probe,0088_grid_b02_always_not_taken__c38_cuckoo_double_hash_probe.c,always_not_taken,cuckoo_double_hash_probe,large_L3,static/trivial,capacity+compulsory (indirect gather/scatter),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441372427799872198,PASS,5,0.007038022,0.007037265,6.6353e-05,1,102558023.2,38265905.8,12384889.0,7321.2,3703292.6,109419.0,0,0.4,0.0,1091.6,0.010888,2.68042,0.3731,0.000591,0.029545,0.12076,0.036109,2.477,1
0089_grid_b02_always_not_taken__c39_bounded_random_walk,0089_grid_b02_always_not_taken__c39_bounded_random_walk.c,always_not_taken,bounded_random_walk,xlarge_DRAM,static/trivial,capacity (uniform random),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438145282605305759,PASS,5,0.014369839,0.014350449,0.000126551,1,340263545.8,124664691.2,22943784.8,9465.2,688343.2,598088.2,0,0.2,0.0,8259.4,0.034928,2.72956,0.36636,0.000413,0.868877,0.067429,0.002023,2.86798,1
0090_grid_b02_always_not_taken__c40_causal_attention_triangular,0090_grid_b02_always_not_taken__c40_causal_attention_triangular.c,always_not_taken,causal_attention_triangular,small_L1,static/trivial,mixed/unclassified,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445692235522605880,PASS,5,0.008060934,0.00806713,3.3394e-05,1,27456286.2,34260166.6,1289492.6,6952.0,34008.4,13127.4,0,0.2,0.0,70.6,0.008815,0.80142,1.2478,0.00539,0.386148,0.046964,0.001238,1.2895,1
